SYMBOL,DESCRIPTION,IBKR SYMBOL,CURRENCY,PRODUCT,REGION,EXCHANGE
"LCUD","LYXOR CORE US EQUITY DR UCIT","LCUD","USD","ETF","LU","LSE"
"LCUK","LYXOR CORE UK EQ ALL CAP DR","LCUK","GBP","ETF","LU","LSE"
"LCUS","LYXOR CORE US EQUITY DR UCIT","LCUS","GBP","ETF","LU","LSE"
"LCWD","AMUNDI MSCI WORLD V-ETF ACC","LCWD","USD","ETF","LU","LSE"
"LCWL","AMUNDI MSCI WORLD V-ETF ACC","LCWL","GBP","ETF","LU","LSE"
"LEED","WT LEAD","LEED","USD","ETF","JE","LSE"
"LEMA","AM MSCI EM MARKETS II-ETF A","LEMA","USD","ETF","LU","LSE"
"LEMB","AMDI GLB EM BD MAR IBX INC","LEMB","USD","ETF","LU","LSE"
"LEML","LYXOR EMERGING MARKETS","LEML","GBP","ETF","FR","LSE"
"LEMV","OSSIAM ERP ESG MACHINE LEARN","LEMV","GBP","ETF","LU","LSE"
"LEU3","WT LONG EUR SHORT USD 3X DLY","LEU3","USD","ETF","JE","LSE"
"LEUR","WT LONG EUR SHORT USD","LEUR","USD","ETF","JE","LSE"
"LGB3","WT LONG GBP SHORT USD 3X DLY","LGB3","USD","ETF","JE","LSE"
"LGBP","WT LONG GBP SHORT USD","LGBP","USD","ETF","JE","LSE"
"LIFE","RIZE ENVIRONMENTAL ETF","LIFE","USD","ETF","IE","LSE"
"LIVP","UBS ETC ON CMCI LIVESTCK GBP","LIVP","GBP","ETF","CH","LSE"
"LIVU","UBS ETC CMCI LIVESTOCK USD","LIVU","USD","ETF","CH","LSE"
"LJP3","WT LONG JPY SHORT USD 3X DLY","LJP3","USD","ETF","JE","LSE"
"LJPY","WT LONG JPY SHORT USD","LJPY","USD","ETF","JE","LSE"
"LNGA","WT NATURAL GAS 2X DLY LVRGD","LNGA","USD","ETF","JE","LSE"
"LNIK","WT NICKEL 2X DAILY LEVERAGED","LNIK","USD","ETF","JE","LSE"
"LOIL","WT WTI CRUDE 2X DLY LVRGD","LOIL","USD","ETF","JE","LSE"
"LPET","WT PETROLEUM 2X DLY LVRGD","LPET","USD","ETF","JE","LSE"
"LPLA","WT PLATINUM 2X DLY LEVERAGED","LPLA","USD","ETF","JE","LSE"
"LSIL","WT SILVER 2X DAILY LEVERAGED","LSIL","USD","ETF","JE","LSE"
"LSPU","AM S&amp;P 500 II-ETF USD DIST","LSPU","USD","ETF","LU","LSE"
"LSPX","AM S&amp;P 500 II-ETF USD DIST","LSPX","GBP","ETF","LU","LSE"
"LSUG","WT SUGAR 2X DAILY LEVERAGED","LSUG","USD","ETF","JE","LSE"
"LUSA","RIZE USA ENVIRONMENT ETF","LUSA","USD","ETF","IE","LSE"
"LUXG","AMUNDI S&amp;P GLOBAL LUXURY","LUXG","GBP","ETF","LU","LSE"
"LUXU","AMUNDI S&amp;P GLOBAL LUXURY","LUXU","USD","ETF","LU","LSE"
"LVNG","RIZE ENVIRONMENTAL ETF","LVNG","GBP","ETF","IE","LSE"
"LWEA","WT WHEAT 2X DAILY LEVERAGED","LWEA","USD","ETF","JE","LSE"
"LXUU","UBS ETC ON CMCI ZINC USD","LXUU","USD","ETF","CH","LSE"
"LYAEJ","AM MSCI AC APAC EX JPN-ETF A","AEJ","USD","ETF","LU","LSE"
"LYINR","LYXOR MSCI INDIA","INRU","USD","ETF","FR","LSE"
"LYKRW","AMUNDI MSCI KOREA-ETF A","KRW","USD","ETF","LU","LSE"
"LYLEM","LYXOR EMERGING MARKETS","LEMD","USD","ETF","FR","LSE"
"M9SV","MARKET ACCESS CHINA MIN VAR","M9SV","GBP","ETF","LU","LSE"
"MCUU","UBS ETC ON CMCI COPPER USD","MCUU","USD","ETF","CH","LSE"
"MDBG","UBS ETF SUST DV BK BD H-GBPD","MDBG","GBP","ETF","LU","LSE"
"MDBU","UBS ETF SST DVL BNK BD USD-A","MDBU","GBP","ETF","LU","LSE"
"MEUD","AMDI STOXX EUROPE 600 ACC","MEUD","GBP","ETF","LU","LSE"
"MEUG","AMUNDI MSCI EUROPE","MEUG","GBP","ETF","FR","LSE"
"MEUS","AMDI STOXX EUROPE 600 ACC","MEUS","USD","ETF","LU","LSE"
"MFDD","AMUNDI MSCI EMU ESG NZERO IN","MFDD","GBP","ETF","LU","LSE"
"MFEX","AMUNDI MSCI EMU-ETF DIST","MFEX","GBP","ETF","LU","LSE"
"MIBX","AMUNDI FTSE MIB UCITS ETF","MIBX","GBP","ETF","FR","LSE"
"MILL","LYXOR MSCI MILLENIALS ESG","MILL","GBP","ETF","LU","LSE"
"MIVO","AMUNDI MSCI ERP MIN VOLAT","MIVO","GBP","ETF","LU","LSE"
"MOBI","LYXOR MSCI FUTURE MOBILITY","MOBI","USD","ETF","LU","LSE"
"MPXG","AM I MSCI PAC EX J SRI PAB D","MPXG","GBP","ETF","LU","LSE"
"MSDG","AMUNDI MSCI EMER MKT SRI P-D","MSDG","GBP","ETF","LU","LSE"
"MSDU","AMUNDI MSCI EMER MKT SRI P-D","MSDU","USD","ETF","LU","LSE"
"MSED","AMUNDI EURO STOXX 50 ETF DR","MSED","GBP","ETF","LU","LSE"
"MSEU","AMNI STOXX 50 DR-HDG-USD","MSEU","USD","ETF","FR","LSE"
"MSEX","AMI E ST50 IIUCITS ETF-GHEGA","MSEX","GBP","ETF","FR","LSE"
"MSRG","AMUNDI MSCI EMER MKT SRI PAB","MSRG","GBP","ETF","LU","LSE"
"MSRU","AMUNDI MSCI EMER MKT SRI PAB","MSRU","USD","ETF","LU","LSE"
"MTIX","AM EU GOV INF LNK BD-ETF ACC","MTIX","GBP","ETF","LU","LSE"
"MTXX","AMUN EURO GOV BD - UCITS ETF","MTXX","GBP","ETF","LU","LSE"
"NASD","AMUNDI NASDAQ-100 II-ETF A","NASD","USD","ETF","LU","LSE"
"NASL","AMUNDI NASDAQ-100 II-ETF A","NASL","GBP","ETF","LU","LSE"
"NFRA","RIZE SUSTAINABLE INFRA ETF","NFRA","USD","ETF","IE","LSE"
"NGAG","UBS ETC ON CMCI NAT GAS GBP","NGAG","GBP","ETF","CH","LSE"
"NGAS","WT NATURAL GAS","NGAS","USD","ETF","JE","LSE"
"NGAU","UBS ETC ON CMCI NAT GAS USD","NGAU","USD","ETF","CH","LSE"
"NGSP","WT NATURAL GAS","NGSP","GBP","ETF","JE","LSE"
"NICK","WT NICKEL","NICK","USD","ETF","JE","LSE"
"NIKU","UBS ETC ON CMCI NICKEL USD","NIKU","USD","ETF","CH","LSE"
"NRJC","AMI MI NEY ESG SR UCTS ETF-A","NRJC","USD","ETF","FR","LSE"
"NRJL","AMUNDI MSCI NEW ENERGY ESG","NRJL","GBP","ETF","FR","LSE"
"NRJU","AMUNDI MSCI NEW ENERGY ESG","NRJU","USD","ETF","FR","LSE"
"OGB5","GLOBAL X PHYSICAL GOLD","OGB5","EUR","ETF","AU","LSE"
"OIL2","WT WTI CRUDE 2X DLY LVRGD","OIL2","GBP","ETF","JE","LSE"
"OIL3","UBS ETC ON CMCI WTI 3M USD","OIL3","USD","ETF","CH","LSE"
"OILG","UBS ETC ON CMCI WTI MLY GBP","OILG","GBP","ETF","CH","LSE"
"OILU","UBS ETC CMCI WTI USD","OILU","USD","ETF","CH","LSE"
"OSX4","OSSIAM ERP ESG MACHINE LEARN","EUMV","EUR","ETF","LU","LSE"
"OSX6","OSSIAM STOXX EUR 600 ESG BME","S6EW","EUR","ETF","LU","LSE"
"PABG","AM S&amp;P EZONE N ZERO AM-ETF A","PABG","GBP","ETF","LU","LSE"
"PAXG","AM MSCI PACIFIC EX JPN-ETF D","PAXG","GBP","ETF","LU","LSE"
"PAXJ","AM MSCI PACIFIC EX JPN-ETF D","PAXJ","USD","ETF","LU","LSE"
"PAYG","RIZE DIGITAL PAYMENTS ETF","PAYG","GBP","ETF","IE","LSE"
"PBRT","WT BRENT CRUDE - GBP DLY HDG","PBRT","GBP","ETF","JE","LSE"
"PCRD","WT WTI CRUDE - GBP DLY HDG","PCRD","GBP","ETF","JE","LSE"
"PHAG","WT PHYSICAL SILVER","PHAG","USD","ETF","JE","LSE"
"PHAU","WISDOMTREE PHYSICAL GOLD","PHAU","USD","ETF","JE","LSE"
"PHGP","WISDOMTREE PHYSICAL GOLD","PHGP","GBP","ETF","JE","LSE"
"PHPD","WT PHYSICAL PALLADIUM","PHPD","USD","ETF","JE","LSE"
"PHPM","WT PHYSICAL PRECIOUS METALS","PHPM","USD","ETF","JE","LSE"
"PHPP","WT PHYSICAL PRECIOUS METALS","PHPP","GBP","ETF","JE","LSE"
"PHPT","WT PHYSICAL PLATINUM","PHPT","USD","ETF","JE","LSE"
"PHSP","WT PHYSICAL SILVER","PHSP","GBP","ETF","JE","LSE"
"PIMT","WT INDUS METALS-GBP DLY HDG","PIMT","GBP","ETF","JE","LSE"
"PLAN","AM CORP GREEN BOND-ETF ACC","PLAN","USD","ETF","LU","LSE"
"PLTU","UBS ETC ON CMCI PLATINUM","PLTU","USD","ETF","CH","LSE"
"PMNT","RIZE DIGITAL PAYMENTS ETF","PMNT","USD","ETF","IE","LSE"
"PPDX","WT PHYSICAL PALLADIUM","PPDX","GBP","ETF","JE","LSE"
"PPTX","WT PHYSICAL PLATINUM","PPTX","GBP","ETF","JE","LSE"
"PR1T","AMUNDI US TREASURY BOND 0-1Y","PR1T","USD","ETF","LU","LSE"
"PRAM","AM PRIME EM MARKETS DR C","PRAM","USD","ETF","LU","LSE"
"PRIC","AMUNDI EUR CORPORATE BOND DI","PRIC","GBP","ETF","LU","LSE"
"PRIE","AMUNDI PRI EUR UCITS ETF DR","PRIE","GBP","ETF","LU","LSE"
"PRIG","AMUNDI PRI GLB GOV B ETF-DIS","PRIG","GBP","ETF","LU","LSE"
"PRIJ","AMUNDI PRI JPN UCITS ETF DR","PRIJ","GBP","ETF","LU","LSE"
"PRIP","AMUNDI PRI US CORP UCITS","PRIP","GBP","ETF","LU","LSE"
"PRIR","AMUNDI PRI EUR GOVT UCITS DR","PRIR","GBP","ETF","LU","LSE"
"PRIT","AMUNDI PRI US TRES UCITS DR","PRIT","GBP","ETF","LU","LSE"
"PRIW","AMUNDI PRI GBL UCITS ETF DR","PRIW","GBP","ETF","LU","LSE"
"PRIZ","AMUNDI PRI EURZ UCITS ETF DR","PRIZ","GBP","ETF","LU","LSE"
"PRJU","AMUNDI PRI JPN UCITS ETF DR","PRJU","USD","ETF","LU","LSE"
"PRMG","UBS ETC CMCI PREC MTLS GBP","PRMG","GBP","ETF","CH","LSE"
"PRMU","UBS ETC CMCI PREC METALS USD","PRMU","USD","ETF","CH","LSE"
"PRUB","AMUNDI PRIME US CORPORATES","PRUB","GBP","ETF","LU","LSE"
"PRUC","AMUNDI PRI US CORP UCITS","PRUC","USD","ETF","LU","LSE"
"PRUK","AM PRIM UK MID AND SMALL CAP","PRUK","GBP","ETF","LU","LSE"
"PRWU","AMUNDI PRIME GLOBAL UCITS C","PRWU","USD","ETF","LU","LSE"
"PUS3","WT SHORT USD LONG GBP 3X DLY","PUS3","GBP","ETF","JE","LSE"
"RICI","MARKET ACCESS RGR INTL CMDTY","RICI","GBP","ETF","LU","LSE"
"RIOL","AMUNDI MSCI BRAZIL-ETF ACC","RIOL","GBP","ETF","LU","LSE"
"RIOU","AMUNDI MSCI BRAZIL-ETF ACC","RIOU","USD","ETF","LU","LSE"
"RS2G","AMUNDI RUSSELL 2000 UCITS ET","RS2G","GBP","ETF","LU","LSE"
"RS2U","AMUNDI RUSSELL 2000 UCITS ET","RS2U","USD","ETF","LU","LSE"
"RSGL","AMUND RUSSELL 1000 GROWTH","RSGL","GBP","ETF","FR","LSE"
"RUSG","AMUND RUSSELL 1000 GROWTH","RUSG","USD","ETF","FR","LSE"
"RUSL","LYXOR MSCI RUSSIA","RUSL","GBP","ETF","LU","LSE"
"RUSU","LYXOR MSCI RUSSIA","RUSU","USD","ETF","LU","LSE"
"S2HGBA","UBS ETF MSCI SWITZ.H.GBP ACC","UC93","GBP","ETF","LU","LSE"
"S2HGBD","UBS ETF MSCI SWITZ.H.GBP","UC94","GBP","ETF","LU","LSE"
"S5SD","UBS ETF S&amp;P 500 ESG USD DIS","S5SD","GBP","ETF","IE","LSE"
"SADA","AMUN MSCI EM ASIA SRI PAB","SADA","USD","ETF","LU","LSE"
"SALL","WT BROAD COMMOD 1X DLY SHORT","SALL","USD","ETF","JE","LSE"
"SBEM","UBS ETF USD EM SOVEREIGN","SBEM","GBP","ETF","LU","LSE"
"SBEMH","UBS ETF USD EM SOVEREIGN GBP","SBEG","GBP","ETF","LU","LSE"
"SBRT","WT BRENT CRUDE 1X DLY SHORT","SBRT","USD","ETF","JE","LSE"
"SBUL","WT GOLD 1X DAILY SHORT","SBUL","USD","ETF","JE","LSE"
"SBUS","UBS ETC ON CMCI SUGAR USD","SBUS","USD","ETF","CH","LSE"
"SCITY","AMUNDI MSCI SMART CITIES ESG","IQCT","USD","ETF","LU","LSE"
"SCNY","WT SHORT CNY LONG USD","SCNY","USD","ETF","JE","LSE"
"SCOP","WT COPPER 1X DAILY SHORT","SCOP","USD","ETF","JE","LSE"
"SEMC","UBS ETF JPM USD EM DIV 1-5","SEMC","GBP","ETF","LU","LSE"
"SEMG","AMUNDI MSCI SEMICONDUCTORS E","SEMG","GBP","ETF","LU","LSE"
"SEU3","WT SHORT EUR LONG USD 3X DLY","SEU3","USD","ETF","JE","LSE"
"SEUR","WT SHORT EUR LONG USD","SEUR","USD","ETF","JE","LSE"
"SGB3","WT SHORT GBP LONG USD 3X DLY","SGB3","USD","ETF","JE","LSE"
"SGBP","WT SHORT GBP LONG USD","SGBP","USD","ETF","JE","LSE"
"SGBS","WT PHYSICAL SWISS GOLD","SGBS","USD","ETF","JE","LSE"
"SGBX","WT PHYSICAL SWISS GOLD","SGBX","GBP","ETF","JE","LSE"
"SGQD","AM GLOB EQ QUALITY INC-ETF A","SGQD","USD","ETF","LU","LSE"
"SGQL","AM GLOB EQ QUALITY INC-ETF A","SGQL","GBP","ETF","LU","LSE"
"SGQX","AM GL EQ QUAL INC-ETF GBP HA","SGQX","GBP","ETF","LU","LSE"
"SHEMG","UBS ETF JPM USD EM DIV 1-5GD","UBXX","GBP","ETF","LU","LSE"
"SILP","UBS ETC ON CMCI SILVER GBP","SILP","GBP","ETF","CH","LSE"
"SIME","WT INDUS METALS 1X DLY SHORT","SIME","USD","ETF","JE","LSE"
"SIUS","UBS ETC ON CMCI SILVER USD","SIUS","USD","ETF","CH","LSE"
"SJP3","WT SHORT JPY LONG USD 3X DLY","SJP3","USD","ETF","JE","LSE"
"SJPY","WT SHORT JPY LONG USD","SJPY","USD","ETF","JE","LSE"
"SLVR","WT SILVER","SLVR","USD","ETF","JE","LSE"
"SMRU","AMUN IDX EQY GBL MS AL STF B","SMRU","USD","ETF","LU","LSE"
"SMTC","LYXOR SMART OVERNIGHT RETURN","SMTC","USD","ETF","LU","LSE"
"SNGA","WT NATURAL GAS 1X DLY SHORT","SNGA","USD","ETF","JE","LSE"
"SNIK","WT NICKEL 1X DAILY SHORT","SNIK","USD","ETF","JE","LSE"
"SOIL","WT WTI CRUDE 1X DLY SHORT","SOIL","USD","ETF","JE","LSE"
"SOYB","WT SOYBEANS","SOYB","USD","ETF","JE","LSE"
"SOYO","WT SOYBEAN OIL","SOYO","USD","ETF","JE","LSE"
"SOYU","UBS ETC ON CMCI SOYBEANS USD","SOYU","USD","ETF","CH","LSE"
"SP500H","UBS ETF S&amp;P 500 H GBP A-DIS","USPG","GBP","ETF","IE","LSE"
"SP5C","AM S&amp;P 500 II-ETF ACC","SP5C","USD","ETF","LU","LSE"
"SP5G","AM S&amp;P 500 II-ETF GBP HD","SP5G","GBP","ETF","LU","LSE"
"SP5L","AM S&amp;P 500 II-ETF ACC","SP5L","GBP","ETF","LU","LSE"
"SPDA","UBS ETF USA DIV AR ESG USD D","SPDA","GBP","ETF","IE","LSE"
"SRHE","AMUN MSCI EMU SRI PAB-C","SRHE","GBP","ETF","LU","LSE"
"SRIU","UBS ETF MSCI USA SRI USD DIS","SRIU","GBP","ETF","IE","LSE"
"SRIW","UBS ETF MSCIW SRI USD DIS","SRIW","GBP","ETF","IE","LSE"
"SRUG","UBS ETF MSCI USA SRI H.GBP D","SRUG","GBP","ETF","IE","LSE"
"SRWG","UBS ETF MSCIW SRI H.GBP DIS","SRWG","GBP","ETF","IE","LSE"
"SSIL","WT SILVER 1X DAILY SHORT","SSIL","USD","ETF","JE","LSE"
"STPH","LYXOR US CURVE STEEP 2-10","STPH","GBP","ETF","LU","LSE"
"STPU","AM US CURV STEEP 2-10Y-ETF A","STPU","USD","ETF","LU","LSE"
"SUGA","WT SUGAR","SUGA","USD","ETF","JE","LSE"
"SUP3","WT SHORT EUR LONG GBP 3X DLY","SUP3","GBP","ETF","JE","LSE"
"T10G","UBS ETF BBG TIPS 10+ HGBP","T10G","GBP","ETF","LU","LSE"
"TDGB","VANECK DEV MKT DVD LEADERS","TDGB","GBP","ETF","NL","LSE"
"TDIV","VANECK DEV MKT DVD LEADERS","TDIV","USD","ETF","NL","LSE"
"TEET","VANECK SUSTAINABLE EUROPEAN","TEET","USD","ETF","NL","LSE"
"TEGB","VANECK SUSTAINABLE EUROPEAN","TEGB","GBP","ETF","NL","LSE"
"TINM","WT TIN","TINM","USD","ETF","JE","LSE"
"TIPA","LYXOR CORE US TIPS DR","TIPA","USD","ETF","LU","LSE"
"TIPG","AM US T GOV INF-LNK BD-ETF A","TIPG","GBP","ETF","LU","LSE"
"TIPH","AM UST GOV IN-LK BD-ETF GHD","TIPH","GBP","ETF","LU","LSE"
"TIPU","AM US T GOV INF-LNK BD-ETF A","TIPU","USD","ETF","LU","LSE"
"TNOW","AM MSCI WORLD IT-ETF USD ACC","TNOW","USD","ETF","LU","LSE"
"TPHG","AMUNDI JAP TOPIX UC-GBP","TPHG","GBP","ETF","LU","LSE"
"TPHU","AMUNDI JAP TOPIX UC-USD","TPHU","USD","ETF","LU","LSE"
"TPXG","AMUNDI JAP TOPIX UC-JPY","TPXG","GBP","ETF","LU","LSE"
"TPXU","AMUNDI JAP TOPIX UC-JPY","TPXU","USD","ETF","LU","LSE"
"TREG","VANECK GLB REAL ESTATE ETF","TREG","GBP","ETF","NL","LSE"
"TRET","VANECK GLB REAL ESTATE ETF","TRET","USD","ETF","NL","LSE"
